"","Rating","Text"
"151",3,"  Taking an 80 year old Children's book that can be read in 5 minutes and expanding it into an hour and 40 minutes is no easy feat. Ferdinand delivers with something for viewers of every age. With an unexpected ending that makes you want to both laugh and cry, this movie does not disappoint. The run time is a little long for the younger set (kids 3 and under) and the use of the word ""butt"" is rampant throughout the picture, ""but"" overall...a great little family film."
"152",5,"  I loved it. My daughter's loved it. We will see it again."
"153",4,"  Go see it, it's absolutely charming and heartwarming"
"154",5,"  Ferdinand is a sweet, heartwarming, and charming family film. It's way better than Star Wars. Go see Ferdinand, you'll love it."
"155",5,"  Are all the people intentionally avoiding to mention the fact that these bloody stupid bullfights are still happening in Spain??? It's like discussing ""Django unchained"" in the 18th century America... Elephant is in the room, but let's talk about the weather outside."
"156",5,"  gooooooooo watch ferdianand its great for kids and adults"
"157",5,"  better than coco for sure"
"158",5,"  My kids and I loved this movie!!! Super cuter and fun for the whole family. We couldn't stop laughing, this is a must see in my book!!"
"159",3.5,"  Great voice acting throughout. Lots of laughs."
"160",2.5,"  Took my 3 yo to see it, and 3/4 way through she said she did not like this movie. I found it hard to stick with young audiences. Most parents I spoke too who took their kids there did not like it. It was alright in my opinion, nothing great."
"161",3,"  An animated film with a message that sometimes gets lost in the cartoon silliness."
"162",3.5,"  It's decent. Nothing great, nothing bad. There is a lot of filler, especially in the first half of the movie, but the second half is exciting and funny. It's not a movie that is really trying to speak to adults and doesn't have much depth. There are many bland characters but some are memorable as well. Even though the main character Ferdinand and the little girl Nina are a little bland, the friendship bond between them feels believeable. Most of the comedy comes from the animation and the pacing and it works well enough for some parts while other scenes just drag. One part that really annoyed me were the constant butt jokes in the first half of the movie but they (fortunately) stopped making those in the second half. The plot is predictable for the most parts but there are little twists at some point. If you know the book the movie is based on, you realize that the writers were trying to expand on the original story and it mostly works. There are also some little scenes that got unexpectly dark. The message doesn't feel forced and the narrative improves as the film goes on. The animation looks good for the most part except for inconsistency in the character designs. Some of the characters are trying to look very realistic (some of the bulls, some of the humans, the horses) while others are way too cartoony and don't blend well with the other characters (the other bulls, the hedgehogs, the goat, the bunny...). The soundtrack is a mix between some generic pop songs and some spanish music which can be a little distracting sometimes. Spanish culture is decently portrayed even though it relies a little bit too much on stereotypes - but there's nothing offensive about it.In conclusion: Ferdinand doesn't really do anything groundbreaking and it is surely not the childrens movie of the year but you can tell that the producers were not trying to accomplish that. Their main goal was just to make some children laugh and they really reached that goal. So despite some stupid moments and some bad jokes, Ferdinand is a enjoyable adventure for the whole family."
"163",4.5,"  I and my family loved Ferdinand. My grandson was enamored with it. It is about a bull who doesn't want to fight. However, his pacifistic nature eventually wins out and provides great moral values to the other more violent bulls but also to the audience. Honestly, for kids, this is a great must see movie. Don't believe the negative reviews. It really was very good for kids and we adults liked it too."
"164",5,"  Fantastic movie! Best kids movie in a while!"
"165",4,"  Very funny charming film"
"166",5,"  Excellent development of the short shot made many decades ago. I consider myself lucky to have seen it, after having seen the frst one in the 80's. A wonderful tribute of how to avoid being a bully when everyone goads you to it, in this day and age, this is a rare discourse. Quite creative especially in its denouement, hilarious in many ways, great fun... and I can't wait opionions from the spaniards too. Have seen it with my whole family and children (4 and 11) - the younger one was somewhat discomforted at some more tense moments, but otherwise I recommend it as parent as must see. It's beautiful, hilarious, and educational. As stories should be."
"167",3,"  Ferdinand - Review (2017)The GoodJohn Cena as Ferdinand is good where he likes flowers and not fighting The relationship between him and the girl but it quickly goes away until the endThe Voice work is fineDavid TennantBobby CannavaleAnthony AndersonGina RodriguezÂ as UnaDaveed DiggsÂ as DosGabriel IglesiasÂ as CuatroThe Hedgehogs are greatPeyton Manning's Bull Character goes to the Slaughter houseThe Frankenstein BullThere's actually heart felt moments The Escape sequence is insaneThe 3rd act is the best partThe music is goodThe Animation is OK The BadKate McKinnon is awful in this There's no true depth and its predictable The Fart and poop and puke jokes.The Horses are generic stereotype annoying dumbasses There's a Insest Joke in a kids movieThe Dance Fight scene with a Twerking BullOverall: Its a OK decent kids movie its definitely not a Norm of the North or Emoji Movie it has a good message for it, it won't make kids stupider.Overall Grade: C+"
"168",1.5,"  God was this hard to get through. Not a bad message, but a cliched one. That's the biggest takeaway. It was cliched slop that wasn't funny and not imaginative. Not impressed and it felt like a straight to DVD film. Skip it.3/10E"
"169",3,"  John Cena charms as the gentle giant who prefers to stop and smell the flowers versus fighting and Kate McKinnon steals the show as Lupe, the calming goat. The film can't compete with the emotional resonance or technical achievement of Disney / Pixar's COCO, but the sweet story and timeless message of ""being who you were born to be"" makes this animated adventure worth the trip."
"170",4.5,"  Really enjoyed this. The goat makes the film. Lots of laughing out loud. Would recommend"
"171",3.5,"  A movie that does what it needs to do so you can enjoy it. Took my six year old nephew, have read him the book many times over the year. He really enjoyed it. The dance off scene between the horses and the bulls had him jumping and jamming along with the action on the screen.  There is nothing earth shattering about this movie but it hits enough boxes to explain why decades after it was published the story is still being enjoyed by young and old both."
"172",3,"  My three year old loved it! I thought the opening was slow, but things picked up with plenty of cute laughs and a hilarious voice performance by Kate McKinnon."
"173",1,"  They should have gotten better or more accurate voice actos that suit each character"
"174",5,"  its actually a good film"
"175",5,"  I love movies based on books. However I understand that making a children's book into a movie can be very hard. But personally this is the movie for me and it looks really good. I would rather see a bull smell flowers rather than Jedis cutting Droids for 2 hours."
"176",5,"  Went to see this movie with low expectation. I came out laughing my ass off, and content to have seen a funny light story. The goat character really made the movie."
"177",2,"  Not an ""Adult"" must see."
"178",4.5,"  A very fun and emotional movie. The plot was simple and yet it was still fun to see. Funny moments have their own place here and other serious ones too. The movie is exactly what I expected from the trailer. The movie shows that bullfighting isn't a right thing to do. In verdict, the movie is adorable, hilarious, and serious in it's own times"
"179",5,"  Great story with lots of heart. Fun to watch!"
"180",5,"  A absolutely hilarious but simultaneously heart-warming story of a bull born in a fighting ranch but who doesn't want to fight. John Cena does a magnificent job as a super-nice, massive bull who pursues his own destiny and stands up for friends and family. Simple but still wonderful....."
"181",5,"  Kids loved it, very endearing!"
"182",5,"  Cute story peppered through with great humor. Ferdinand casts its story of a pacifist bull without getting too sappy or hung up in heavy morals, the issue of animal rights, etc. It's an adventure I can't wait to watch a second time!"
"183",5,"  Saw it 3 times and got emotional in all of them. Amazing animation, is already one of the best of all times. Go see it."
"184",5,"  Good movie. Jolly good movie."
"185",2,"  screw this movie, complete waste of time, go watch star wars"
"186",4,"  A great movie for families to enjoy together. Great job bringing a book to the big screen."
"187",3,"  Wasn't the same magic as the book but decent film."
"188",2,"  I have to say, releasing your movie on the same weekend as the new Star Wars takes guts. It doesn't seem to take being a good movie, however, because Ferdinand isn't that good of a movie.For what it's worth, Ferdinand isn't a horrible movie. At the very least, it has a positive message to put out. The only complain I have against the animation is that the animals often look too human and the humans don't look human enough. Other than that, the animation holds up pretty well against other animated movies. The sound also stacks up well, but it sometimes falters. Inexplicably, the movie can lose its sense of audio balance. Dialogue or music can occasionally have too soft volume. Unfortunately for the movie, this happens at the worst possible moment: the climax, killing any emotional impact it could have had. The climax also suffers from a poor choice in soundtrack, which does not match the mood of the scene at all.Maybe Coco has spoiled me, but I was disappointed that a movie that portrays Spanish culture features almost no Hispanic actors in its main cast. There's not much cultural authenticity in this movie at all. In fact, for a movie that's all about defying stereotypes, it sure does feature a lot of benign stereotypes, notably David Tennant's (Doctor Who) Scottish bull. While I definitely would not call The Last Jedi a kids' movie, it probably is the better choice for kids right now."
"189",2.5,"  Grade: BRating: PG, 1 hour 46 minutesIn a Nutshell: I lived in Spain for a couple of years in my 20's, so I was curious to see Blue Sky Studio and 20th Century Fox would represent that beautiful country I fell in love with. I especially wanted to see how they would make what is normally a very brutal ""sport"" into a kid-friendly movie! I attended one bull fight in Spain. Once was enough. The truth is that bulls in the ring die a bloody, violent death. Does that sound like a kid movie to you?Honestly, I couldn't decide how I felt about this movie. The animation is colorful and sweet, but the backdrop for the entire story seems almost inappropriate for kids.Uplifting theme: We all have different dreams. Live yours.Control your fears.Flowers make the world a better place!Hate vs. love.Pets are family.Things I liked:Beautiful animation scenery and landscapes. Detailed animation brings richness to straw, dirt, water, chipped paint, and moisture on the bulls' nostrils. Based on The Story of Ferdinand , the original Disney short was first shown in 1938 and even won an Academy Award for Best Short! I thought it was funny when Ferdinand accidentally breathed in a caterpillar and then snorted out a fully-grown butterfly. Ha haThe film introduces kids to a few Spanish traditions which make the country unique and magical, such as flamenco dance, the flower festival (Feria de las flores), and white-washed streets lined with baskets of flowers. I liked it when they showed the old-fashioned, classic windmills of Spain and then the modernized windmills to contrast the rich tradition with the new Spain. It doesn't quite do for Spain what the movie Coco does for Mexico, but it was a nice start.Bull in a china shop. It had to be done.John Cena does a great job as the voice of Ferdinand.The dance battle scene was pretty cute.I never knew there was such a thing as a ""calming goat"" used around bulls. Kate McKinnon is a fantastic comedic actress, really bringing life to Lupe, the goofy goat.The Austrian horses may seem out of place in the movie, but the Lipizzaner show horses are actually really famous in Spain.Segways. Man, I love those. So much fun.It's amazing that they could build an entire feature film around a very short story.Nick Jonas' song Home has been nominated for a Golden Globe. The Ferdinand (Original Motion Picture Soundtrack) is sweet enough.Things I didn't like:It's not super funny with lots of quick laughs. The audience I watched the movie with was pretty quiet and didn't react much to what was happening on the screen.Some Spanish is spoken without subtitles, but nothing important is said that would make those lines crucial to the story. They're just added in to enhance the flavor of Spain. The names of some of the characters are words in Spanish: Guapo (Handsome) and Valiente (Brave). The chase scene went from entertaining to completely ridiculous in about 2 seconds.Some movie critics complain that there are too many characters in this movie, but I didn't mind. Three great actors voiced the hedgehogs, yet I didn't even notice: Gina Rodriguez (I love her in Jane the VIRGIN), Gabriel Iglesias, and Daveed Diggs. They don't get that many lines, and you pay more attention to their antics than to their voices.Funny lines:""I've fallen and I can't giddy-up!"" - Austrian horse""I'm Una! I'm Dos! I'm Cuatro!"" - Hedgehogs""What happened to Tres?"" - Ferdinand""We do not speak of Tres."" - HedgehogsInteresting lines:""Why does not wanting to fight mean I'm scared?"" - Ferdinand (Great question! It often takes greater courage NOT to fight!)""If we don't look out for each other, who will?"" - FerdinandTips for parents: If your kids are sensitive to the horrors of killing animals for sport, this is not the movie for them. There is also a disgusting ""chop house"" scene that might turn your kids into vegans.It's a fairly long animation, and I noticed some of the younger children in the audience I sat with getting bored and fidgety.There is a scene where some characters sing and dance the ""Macarena."" Wow, young kids are definitely not going to know what that dance craze was. That was a LONG time ago!Your kids are probably going to want a pet hedgehog now. They may be shocked to learn that the adorable, little creatures don't come in pink and blue.There is sort of a gay undertone in that bulls are supposed to be manly and macho, yet Ferdinand just wants to play with flowers. In a trailer interview with wrestler-turned-actor John Cena, he explains that he can relate to Ferdinand and being judged, saying, ""Don't judge a bull by its cover."" Always a good lesson for your kids to learn. @trinaboice"
"190",2.5,"  There are plenty of animated films that follow the same sort of formula, make the kids laugh with silly humor but keep the adults entertained by throwing in a heartfelt message that resonates well with people of all ages. Ferdinand certainly tries to do just that with the story of an outsider just wanting to break the mold of being a tough fighter bull, but it also falls victim to the same sort of problems that most non-Disney/Pixar films do.It's always so easy to tell the difference between an animated film that is for all ages and one that is merely made for kids dragging their parents to the theater, and it has nothing to do with the animation style difference between studios. The real difference is in the humor and direction. Ferdinand is full of great voice talent from the improving John Cen, to Kate McKinnon, Daveed Diggs, or Gina Rodriguez. Heck it's even impressive in the look of Blue Sky's animation. However, I had a real issue with the use of that particular voice talent and animation that made the experience far from a worthy outing at the movies.When 98% of the humor is physical-slapstick cheap humor that has no substance or bearing on the actual story, then I constantly get the feeling there wasn't as much time or care put forth in the making of the film than there should be. Which in turn, can eliminate any emotion you did have attached with those particular characters in the first place if the film puts humor before heart.With that said, of course there are things to like about Ferdinand. There will always be place in Hollywood for stories about characters breaking the mold and doing something different, whether that be a human, animal, or even toy. Underneath all of the ridiculous humor, there is a nice arc for the character of Ferdinand and his various animal friends. To me though, the misplaced childish humor every few minutes interrupts any momentum for the real story to kick in.5.7/10"
"191",4,"  Nothing deep to make the audience think. Just a fun move for the family."
"192",4,"  Loved it! But maybe it was because I saw it with my 6yr old grandson who thought it was hilarious! ;o)"
"193",5,"  Ferdinand is a fun, entertaining and enjoyable movie for the whole family. Great animation, characters, funny moments and more! John Cena was born for this role!"
"194",5,"  Loved the movie!! heartfelt, funny and with an important message for kids and adults alike! A must see!!!!!"
"195",5,"  Fun, energetic, amazing film for the whole family! Ferdinand sends an important message that the we need in our world today."
"196",5,"  Its sad that some trolls are trying to give negative ratings to this movie without even watching it. I saw the audience score, it was 77%, then it went to 56%, then 65% and then again to 57%.This movie was very heart warming and I really liked it. I never thought that ever in my life I would think that an animated bull would be the cutest character ever. 1st and 3rd acts were great, 2nd act which was the middle portion was hit and miss, but for some reason every time the horses were on the screen, I couldn't help but smile because of their accent and dialog. Overall a really Good movie."
"197",2.5,"  Kids are going to love it, but imo so slow, boring & flat for all ages"
"198",5,"  Just like Star Wars: The Last Jedi I see that trolls are now also attacking this film and flooding it with 1/2 reviews! This becomes pretty clear when you read the real reviews here from people who've seen the film and most rate it positive. Yet you look at the score and it's negative! Little punks who do this and think it's funny need to get a damn life! Go watch these films for yourself before you make a decision and never let trolls and random idiots on the internet make up your mind for you."
"199",4,"  My 6 and 8 year old loved it."
"200",5,"  Fun, visually stunning, and a classic story. What's not to love? I left the theater feeling absolutely happy. SEE FERDINAND! You won't regret it."
"201",5,"  LOVED this movie! Excellent for the entire family. Great message and absolutely hilarious!!!!"
"202",4,"  Fun movie. My kids were totally entertained."
"203",5,"  I am still smiling ????????"
"204",5,"  A must see! A family movie that inspires everyone! "" I am Ferdinand"""
"205",3,"  A mildly amusing flick. I went to see it with a four, 6, and seven year old.The four year old asked ""Why did he do that?"" for almost every scene, he couldn't follow the character motivations, but laughed at the 3 minutes of slapstick pratfalls every ten minutes. The six year old started whining ""I'm bored, can we go home now?"" after 15 minutes and kept it up non-stop till the end. The seven year old enjoyed the whole thing. Seven to ten year olds wil probably be the best audience. For adults, the movie was VERY PC. Anti- bullfighting (more of a european issue), anti-meat (we watch the bulls escape in terror from a meat- packing plant). Tons of general anti- violence messages. Tons of butterflies and flowers. And quite a few flowery characters. Watchable, but would have flowed much better if it were 30 minutes shorter."
"206",3.5,"  Love the story as I've always loved the book - Kate McKinnon's goat is hilarious. John Cena's Ferdinand is honest. All that said it is clear this is a ""B"" level studio effort - especially on animation and scoring."
"207",5,"  I loved Ferdinand. I was unsure how they could have a whole movie about a Bull who loves flowers and not fighting but they certainly did it. It was charming and great for all ages."
"208",5,"  Ferdinand is one of the most entertaining, highly excellent and laugh out movies I've ever watched in the world. The movie Ferdinand has a lot of messages behind its story and I find them ... you know, great and a worth-remembering sort of thing. This movie touched my heart the moment I watched it, and it was rare because it had never happened to me, before, and this film deserves to be remembered for a long time. Its less expected funny moments, the story original enough to put a smile on my face, the bonds of immense friendships, thrilling adventures & an unbreakable love between a loving, little girl and a tough, gentle bull who loves sniffing flowers.This film is perfect for all families of the young and the old out there, so come to Hoyts and enjoy the adventure! It's waiting for you! 11/10 I 100% love this movie and you should, too!"
"209",5,"  Was a great movie. Had some great family humour and my daughter loved it."
"210",3.5,"  Animation was superb. Like the story. Enjoyed the movie."
"211",4.5,"  I'm surprised to see the average rating of this animation, which was lower than I'd expected. Actually, the film is really cute. Although the story-line is not very attractive, the color, the music and the drawings are far enough to satisfy my need. Overall, strongly recommended for all age range."
"212",2.5,"  hard to believe this film had two golden globe nods."
"213",5,"  Cute movie, nice message. Nice pick for kids!"
"214",3,"  Ferdinand offers plenty of zany animation, solid voice acting, and some decent humor, even if its narrative doesn't quite take us anywhere new, it makes for some fun family entertainment...after seeing Star Wars!"
"215",5,"  this movie is unforget-a-bull!"
"216",5,"  Best animated movie of the year"
"217",4.5,"  Their was dancing XD"
"218",5,"  Haven't laughed so hard in AGES! Totally worth sharing and hoping it will change some animal destinies..."
"219",5,"  Well Done Blue Sky Stidios! Well Done! Though not as good as coco but at the end of the day it's its own thing and presents its own valuable lessons that children must be aware of!!"
"220",5,"  was a very cute movie and kind of like a bulling lesson and being a friend. The little ones were taking it all in, including the cutting up parts, just a really good teaching tool for sure. To bad you can't make movies for adults like thisthey too need a teaching tool."
"221",5,"  Kate McKinnon once again steals the show!"
"222",4.5,"  Took my son to see this movie, it was surprising pleasant. My son loves John Cena so I was pretty much forced to watch it haha. Ended up much happier with it than I expected."
"223",2.5,"  Missing the heart of the book."
"224",5,"  Emotional, funny and honest. Throughly enjoyed this film. Loved the fact it was based in Spain/Madrid. A place I really love."
"225",4,"  A very charming family movie which (given the lack of animation movies around at the moment) is a very worthy trip to the cinema."
"226",4,"  John Cena is a fighting bull and a fighting champ!!!Ferdinand is an animation about a bull who doesn't fight, who loves flowers, who wants his own freedom. John Cena casted as Ferdinand, the nice bull, did pretty well voicing a main character. The story is written well, depicting the livelihood of the animals which taken place in Spain, it may have misses some things which some of the audience might catch on but it's strong in the admiration of the characters, the inspiration by all traits of Ferdinand and his farm friends. See Ferdinand, you might have some fun with it."
"227",2,"  Unfortunately, 20th Century Fox once again did not learn their lesson to release juvenile crap on the same day Star Wars hits theaters. They got awfully owned by the way better Force Awakens when it came to that Alvin and the Chipmunks movie. Ferdinand, on the other hand, attempts to become way better than Fox's latest attempt to bring the chipmunks back to theaters but that doesn't mean that Ferdinand is a second option to send children or basically the whole family just in case they have already seen the latest Star Wars movie. I just wish 20th Century Fox would just stop releasing movies like these on the same day as Star Wars gets released to theaters unless they can bring a way better movie that isn't juvenile like their latest attempts yet. Literally worth the shot once it becomes able for rent but don't expect to find anything that can hold this movie back from its score."
"228",5,"  just saw it!..this movie is awesome, this movie kills The Last Jedi! This movie got lots of balls, going against Starwars..ironically this movie is not Bull $h1T#!..get it..get it.. all you star wars fans won't get it....oops that's me!"
"229",5,"  I will love to see Ferdinand. :) In fact, Ferdinand is a good movie and Blue Sky Studios looks so good. I know, I will love to see it on the movie with my family. :)"
"230",5,"  Super excited to see this one!!"
"231",3.5,"  I'm rating it 3 1/2 because Blue Sky Studios has some serious balls to release the same day as Star Wars"
"232",4,"  At least Blue Sky has decided to put an end, to all of the pointless Ice Age sequels. Ferdinand is...a kinda good movie I guess. It is worth watching and for a good laugh."
"233",5,"  I'm going to see it the first day because is ferdinand the bull and since a little kid they been telling ohhh wow you have the name of the book ferdinand the bull lol it's kind of funny but yes my name is ferdinand Padilla I would love to meet the cast of that movie especially John cena"
